Day,Campaign,User Engagement,Banner,Placement,Displays,Cost,Clicks,Revenue,Post Click Conversions,Post Click Sales Amount
2020-05-12,Awareness,Low Intent,160x600,Video Platform,2403,3.65,12,4.6,0,0.0
2020-05-12,Awareness,High Intent,728x90,News Site,3379,10.2,31,29.72,2,194.12
2020-05-12,Summer Sale,Medium Intent,728x90,Video Platform,3595,12.95,27,12.87,1,66.76
2020-05-12,Spring Push,Medium Intent,160x600,Lifestyle Blog,1801,6.72,12,15.07,0,0.0
2020-05-12,Summer Sale,Medium Intent,300x250,E-commerce,4401,16.71,43,14.68,1,120.03
2020-05-12,Retention,High Intent,728x90,Video Platform,3146,10.36,29,11.63,0,0.0
2020-05-12,Summer Sale,Low Intent,160x600,E-commerce,2670,6.85,16,13.8,0,0.0
2020-05-12,Awareness,Low Intent,728x90,Lifestyle Blog,2752,7.5,15,7.97,0,0.0
2020-05-12,Spring Push,Medium Intent,160x600,Video Platform,1620,4.67,7,8.32,0,0.0
2020-05-12,Retention,Low Intent,160x600,Video Platform,3387,18.15,15,5.05,0,0.0
2020-05-12,Spring Push,High Intent,728x90,Video Platform,4110,16.83,34,22.2,1,85.51
2020-05-12,Awareness,Medium Intent,160x600,Lifestyle Blog,2534,9.2,13,9.31,0,0.0
2020-05-12,Awareness,Medium Intent,320x50,News Site,5297,14.02,22,3.88,0,0.0
2020-05-12,Summer Sale,High Intent,300x250,Gaming App,3993,17.08,38,47.18,2,107.19
2020-05-12,Retention,Medium Intent,320x50,E-commerce,5734,25.8,28,25.41,1,80.22
2020-05-12,Awareness,Medium Intent,728x90,Social App,4156,22.14,26,13.33,1,128.28
2020-05-12,Retention,High Intent,320x50,Social App,5541,13.47,39,58.01,1,37.45
2020-05-12,Awareness,Low Intent,728x90,News Site,3296,10.14,22,7.14,0,0.0
2020-05-12,Summer Sale,High Intent,728x90,Lifestyle Blog,3219,10.93,23,26.67,0,0.0
2020-05-12,Spring Push,High Intent,160x600,Social App,2609,6.78,32,47.34,1,43.77
2020-05-12,Retention,Medium Intent,728x90,Gaming App,4827,8.7,37,13.08,0,0.0
2020-05-12,Spring Push,High Intent,320x50,Video Platform,4958,13.55,27,6.45,1,141.35
2020-05-13,Summer Sale,Medium Intent,320x50,Gaming App,6193,18.68,25,34.22,1,41.17
2020-05-13,Spring Push,High Intent,728x90,Video Platform,3390,5.91,26,17.59,1,119.5
2020-05-13,Awareness,Low Intent,160x600,E-commerce,2321,10.85,6,1.69,0,0.0
2020-05-13,Retention,High Intent,300x250,Video Platform,4848,26.14,37,53.9,5,516.53
2020-05-13,Retention,High Intent,160x600,Lifestyle Blog,2128,6.4,17,7.82,0,0.0
2020-05-13,Retention,High Intent,160x600,Social App,1912,3.7,13,11.34,1,123.18
2020-05-13,Spring Push,Low Intent,160x600,Lifestyle Blog,2872,9.61,12,10.62,1,149.38
2020-05-13,Summer Sale,Medium Intent,160x600,Gaming App,2970,6.88,24,33.17,0,0.0
2020-05-13,Retention,High Intent,320x50,Lifestyle Blog,4876,6.44,37,48.68,2,260.93
2020-05-13,Retention,High Intent,320x50,News Site,4993,22.38,45,67.24,0,0.0
2020-05-13,Retention,High Intent,728x90,Social App,3608,16.02,26,36.82,2,136.18
2020-05-13,Spring Push,Medium Intent,728x90,News Site,3734,5.93,31,23.6,1,158.42
2020-05-13,Awareness,Medium Intent,300x250,Gaming App,5812,16.06,46,32.41,1,135.58
2020-05-13,Awareness,Medium Intent,300x250,E-commerce,3856,20.7,30,12.59,0,0.0
2020-05-13,Spring Push,Medium Intent,300x250,News Site,4117,9.69,34,15.5,0,0.0
2020-05-13,Spring Push,Medium Intent,320x50,News Site,5533,28.21,20,21.9,1,142.78
2020-05-13,Awareness,Medium Intent,728x90,Social App,3459,18.93,26,26.84,1,136.21
2020-05-13,Spring Push,High Intent,300x250,Video Platform,3587,9.27,20,9.61,0,0.0
2020-05-13,Awareness,Medium Intent,728x90,Gaming App,4168,10.25,31,24.67,1,57.92
2020-05-13,Spring Push,Medium Intent,300x250,Lifestyle Blog,3825,5.32,38,21.01,0,0.0
2020-05-13,Spring Push,Medium Intent,320x50,Social App,6033,9.52,24,23.94,1,55.83
2020-05-13,Retention,Medium Intent,728x90,Lifestyle Blog,3010,9.04,23,21.01,1,111.68
2020-05-13,Summer Sale,High Intent,300x250,E-commerce,3755,9.65,41,55.0,0,0.0
2020-05-13,Summer Sale,Low Intent,320x50,Lifestyle Blog,4543,10.21,13,3.05,0,0.0
2020-05-13,Retention,High Intent,300x250,News Site,4370,17.52,52,57.18,3,216.82
2020-05-14,Summer Sale,High Intent,300x250,E-commerce,3964,5.77,38,36.57,2,152.68
2020-05-14,Spring Push,Medium Intent,300x250,Lifestyle Blog,3354,4.49,25,12.19,2,229.45
2020-05-14,Retention,Medium Intent,160x600,Lifestyle Blog,2190,8.38,13,5.32,1,55.14
2020-05-14,Summer Sale,High Intent,728x90,News Site,3047,10.84,19,17.93,0,0.0
2020-05-14,Awareness,Medium Intent,160x600,Gaming App,3417,14.57,21,19.37,0,0.0
2020-05-14,Spring Push,High Intent,300x250,News Site,3658,9.61,27,26.31,1,146.17
2020-05-14,Retention,Medium Intent,728x90,Lifestyle Blog,2739,8.7,23,17.81,2,227.12
2020-05-14,Awareness,Low Intent,160x600,Video Platform,2096,5.13,9,2.24,0,0.0
2020-05-14,Spring Push,Medium Intent,160x600,Social App,2190,10.72,11,8.95,1,85.5
2020-05-14,Spring Push,Medium Intent,320x50,Lifestyle Blog,5189,10.6,29,24.14,1,66.46
2020-05-14,Summer Sale,Medium Intent,320x50,Gaming App,5979,23.53,31,26.75,3,208.24
2020-05-14,Retention,High Intent,300x250,Social App,4504,8.33,53,20.9,4,165.46
2020-05-14,Spring Push,Medium Intent,320x50,E-commerce,5373,11.8,45,32.29,0,0.0
2020-05-14,Summer Sale,High Intent,320x50,Lifestyle Blog,3649,7.42,20,6.56,0,0.0
2020-05-14,Spring Push,Low Intent,728x90,Gaming App,4725,16.11,30,29.55,0,0.0
2020-05-14,Summer Sale,High Intent,320x50,Gaming App,5725,25.22,24,34.75,1,106.23
2020-05-14,Spring Push,High Intent,160x600,News Site,2462,5.53,23,23.55,1,105.43
2020-05-14,Retention,Low Intent,160x600,E-commerce,2428,9.59,5,3.04,0,0.0
2020-05-14,Spring Push,Medium Intent,728x90,Gaming App,4019,9.57,19,8.12,0,0.0
2020-05-14,Awareness,Medium Intent,320x50,Social App,5419,12.24,50,26.42,5,295.93
2020-05-14,Spring Push,High Intent,728x90,E-commerce,3426,12.85,32,29.05,2,254.46
2020-05-14,Summer Sale,Low Intent,728x90,News Site,3478,9.59,18,12.14,0,0.0
2020-05-14,Summer Sale,High Intent,160x600,Lifestyle Blog,2797,11.99,21,8.3,1,102.83
2020-05-15,Spring Push,Medium Intent,320x50,Gaming App,5907,11.55,30,45.5,1,199.9
2020-05-15,Retention,High Intent,320x50,E-commerce,4729,16.38,21,31.62,1,88.92
2020-05-15,Summer Sale,High Intent,320x50,Gaming App,4813,21.27,28,43.12,0,0.0
2020-05-15,Awareness,High Intent,320x50,Video Platform,5627,11.7,26,12.48,2,122.2
2020-05-15,Spring Push,High Intent,320x50,News Site,5001,19.48,37,17.95,4,223.34
2020-05-15,Spring Push,Low Intent,160x600,E-commerce,2602,12.87,8,3.35,1,139.89
2020-05-15,Retention,Medium Intent,320x50,Lifestyle Blog,4809,12.23,19,5.29,1,95.81
2020-05-15,Awareness,Low Intent,728x90,Gaming App,4171,16.07,23,4.92,0,0.0
2020-05-15,Awareness,Medium Intent,320x50,Video Platform,4750,9.7,23,7.84,0,0.0
2020-05-15,Awareness,Medium Intent,300x250,News Site,4181,17.12,41,38.24,1,102.57
2020-05-15,Retention,High Intent,160x600,Video Platform,3728,12.71,23,9.07,0,0.0
2020-05-15,Awareness,Medium Intent,160x600,Video Platform,2319,5.08,7,6.6,0,0.0
2020-05-15,Spring Push,High Intent,728x90,Gaming App,3045,9.79,26,26.27,3,369.25
2020-05-15,Retention,Low Intent,320x50,News Site,5732,15.48,24,10.74,0,0.0
2020-05-15,Awareness,Medium Intent,728x90,News Site,3837,11.98,17,22.29,0,0.0
2020-05-15,Summer Sale,High Intent,728x90,Video Platform,3681,15.16,29,29.52,0,0.0
2020-05-15,Awareness,High Intent,320x50,News Site,4951,12.63,35,27.23,5,391.08
2020-05-16,Spring Push,Medium Intent,320x50,Gaming App,6738,18.58,38,27.96,1,50.34
2020-05-16,Retention,Low Intent,300x250,E-commerce,4587,6.63,30,21.33,0,0.0
2020-05-16,Spring Push,Medium Intent,320x50,E-commerce,4648,21.17,23,13.41,0,0.0
2020-05-16,Summer Sale,Low Intent,728x90,Video Platform,4310,9.07,35,19.79,1,151.07
2020-05-16,Retention,Medium Intent,728x90,News Site,3669,8.46,28,25.69,2,231.74
2020-05-16,Summer Sale,Medium Intent,160x600,E-commerce,2232,6.54,8,2.31,0,0.0
2020-05-16,Summer Sale,Medium Intent,728x90,Lifestyle Blog,3058,5.91,27,14.25,1,63.83
2020-05-16,Summer Sale,Low Intent,160x600,Gaming App,3569,10.4,22,7.86,0,0.0
2020-05-16,Retention,High Intent,160x600,Video Platform,2876,12.72,19,10.17,2,225.73
2020-05-16,Awareness,Medium Intent,728x90,Social App,4232,18.77,35,19.94,0,0.0
2020-05-16,Retention,Medium Intent,160x600,Video Platform,3018,13.74,25,20.14,0,0.0
2020-05-16,Awareness,Low Intent,728x90,Video Platform,4949,12.63,25,16.99,1,62.89
2020-05-16,Retention,Medium Intent,160x600,Video Platform,3819,11.68,29,27.63,0,0.0
2020-05-16,Spring Push,Medium Intent,320x50,E-commerce,4647,22.02,26,24.66,1,61.48
2020-05-16,Summer Sale,Medium Intent,160x600,Gaming App,3493,6.37,23,30.63,1,105.03
2020-05-16,Spring Push,Medium Intent,300x250,Gaming App,5854,12.48,31,34.55,2,128.76
2020-05-16,Retention,High Intent,300x250,Social App,4943,10.25,54,50.62,1,57.47
2020-05-16,Awareness,Medium Intent,728x90,Lifestyle Blog,3391,13.84,32,30.52,0,0.0
2020-05-16,Awareness,High Intent,300x250,Video Platform,5245,18.91,32,22.74,2,192.72
2020-05-16,Awareness,High Intent,300x250,Lifestyle Blog,4307,9.84,44,14.73,0,0.0
2020-05-16,Summer Sale,High Intent,728x90,Video Platform,4044,11.99,48,18.46,4,714.56
2020-05-16,Summer Sale,High Intent,160x600,Video Platform,3312,14.08,21,12.34,1,34.7
2020-05-16,Spring Push,Low Intent,320x50,Gaming App,7264,32.18,29,9.62,1,43.29
2020-05-16,Awareness,Low Intent,300x250,News Site,4123,21.04,16,7.12,0,0.0
2020-05-16,Awareness,High Intent,320x50,Social App,6341,17.25,43,27.7,3,215.87
2020-05-17,Awareness,Medium Intent,728x90,Video Platform,4359,10.73,24,12.0,1,88.9
2020-05-17,Retention,High Intent,728x90,Video Platform,4287,10.54,31,37.3,2,134.95
2020-05-17,Spring Push,High Intent,728x90,Video Platform,4791,21.64,56,18.48,2,95.33
2020-05-17,Spring Push,Medium Intent,320x50,Lifestyle Blog,4405,10.47,14,17.88,0,0.0
2020-05-17,Awareness,High Intent,160x600,News Site,2342,5.84,18,19.32,3,155.2
2020-05-17,Awareness,Medium Intent,728x90,News Site,3181,5.46,25,27.79,0,0.0
2020-05-17,Retention,Low Intent,300x250,Video Platform,5230,28.1,23,5.9,1,133.78
2020-05-17,Awareness,Medium Intent,160x600,News Site,3086,7.65,18,10.24,1,91.03
2020-05-17,Awareness,Medium Intent,728x90,E-commerce,3511,11.13,24,8.02,1,102.85
2020-05-17,Spring Push,Medium Intent,728x90,Gaming App,4934,12.43,30,27.36,2,255.77
2020-05-17,Summer Sale,High Intent,728x90,Social App,4807,18.08,46,24.82,1,72.74
2020-05-17,Awareness,High Intent,160x600,Social App,2733,10.22,13,14.26,0,0.0
2020-05-17,Summer Sale,Low Intent,300x250,News Site,4138,19.69,44,18.86,0,0.0
2020-05-17,Awareness,Medium Intent,728x90,News Site,3285,5.19,30,24.73,0,0.0
2020-05-17,Awareness,Medium Intent,300x250,Gaming App,6118,24.73,50,58.24,3,301.75
2020-05-17,Awareness,Medium Intent,160x600,News Site,2035,2.98,18,8.59,0,0.0
2020-05-17,Awareness,Medium Intent,320x50,Gaming App,7540,33.05,29,12.11,0,0.0
2020-05-17,Spring Push,High Intent,728x90,Lifestyle Blog,2379,8.17,21,26.54,4,335.82
2020-05-17,Spring Push,Low Intent,728x90,E-commerce,3518,7.2,22,9.15,0,0.0
2020-05-17,Spring Push,Medium Intent,728x90,Video Platform,3952,23.26,20,9.55,0,0.0
2020-05-17,Retention,Low Intent,320x50,News Site,4294,11.73,19,6.17,0,0.0
2020-05-17,Retention,Medium Intent,320x50,Video Platform,6541,38.53,35,38.21,2,94.72
2020-05-17,Spring Push,Medium Intent,728x90,News Site,2564,11.87,18,5.47,0,0.0
2020-05-17,Summer Sale,Medium Intent,300x250,News Site,3261,16.35,30,13.49,1,79.57
2020-05-17,Spring Push,High Intent,160x600,E-commerce,2305,9.03,23,7.73,2,112.6
2020-05-17,Spring Push,Medium Intent,728x90,Lifestyle Blog,2755,6.02,21,28.27,1,76.59
2020-05-17,Summer Sale,Medium Intent,320x50,Gaming App,6462,18.69,20,10.43,1,46.84
2020-05-17,Awareness,High Intent,300x250,E-commerce,3493,13.13,38,58.61,2,239.74
2020-05-17,Spring Push,Medium Intent,300x250,Video Platform,5368,21.42,36,53.77,1,92.14
2020-05-18,Spring Push,Medium Intent,300x250,Lifestyle Blog,4079,5.37,39,40.68,5,332.54
2020-05-18,Spring Push,High Intent,160x600,E-commerce,2282,8.26,17,24.76,0,0.0
2020-05-18,Spring Push,High Intent,320x50,Gaming App,5318,22.46,31,25.89,2,161.07
2020-05-18,Summer Sale,Low Intent,300x250,Gaming App,4900,6.7,30,14.67,0,0.0
2020-05-18,Retention,Medium Intent,728x90,Video Platform,3713,17.7,19,14.6,0,0.0
2020-05-18,Summer Sale,Medium Intent,160x600,Video Platform,3421,6.59,13,6.4,0,0.0
2020-05-18,Retention,High Intent,160x600,News Site,2584,5.18,14,12.36,1,139.27
2020-05-18,Retention,High Intent,300x250,E-commerce,3891,10.5,37,25.76,1,40.99
2020-05-18,Summer Sale,Medium Intent,300x250,Lifestyle Blog,3164,8.72,20,11.85,1,123.48
2020-05-18,Retention,Medium Intent,160x600,Social App,2904,6.25,15,15.88,0,0.0
2020-05-18,Summer Sale,Low Intent,728x90,Social App,4292,16.08,30,15.85,0,0.0
2020-05-18,Retention,High Intent,160x600,Social App,2696,8.37,18,18.81,0,0.0
2020-05-18,Spring Push,High Intent,300x250,E-commerce,4428,16.7,36,20.87,2,143.87
2020-05-18,Summer Sale,Medium Intent,300x250,Lifestyle Blog,3961,8.85,26,19.04,0,0.0
2020-05-18,Spring Push,High Intent,728x90,Video Platform,3616,5.71,44,69.31,3,543.43
2020-05-18,Summer Sale,Low Intent,160x600,Social App,3281,12.78,14,6.6,0,0.0
2020-05-18,Retention,High Intent,300x250,Social App,4525,16.52,28,23.85,0,0.0
2020-05-18,Awareness,Medium Intent,160x600,E-commerce,2753,4.41,12,4.42,0,0.0
2020-05-18,Awareness,Medium Intent,728x90,E-commerce,3809,19.25,39,40.2,1,92.32
2020-05-18,Awareness,Low Intent,320x50,Social App,5563,27.38,20,7.12,1,95.85
2020-05-18,Spring Push,High Intent,728x90,Video Platform,3806,19.95,29,17.72,4,297.32
2020-05-18,Summer Sale,High Intent,160x600,Social App,2617,9.35,25,30.42,0,0.0
2020-05-18,Awareness,Low Intent,320x50,Gaming App,5982,9.16,19,17.9,0,0.0
2020-05-18,Awareness,Medium Intent,320x50,E-commerce,5340,27.44,30,13.63,1,46.55
2020-05-18,Spring Push,High Intent,300x250,Lifestyle Blog,3993,6.44,28,13.84,1,116.08
2020-05-18,Retention,Low Intent,728x90,Lifestyle Blog,3304,6.32,20,10.09,0,0.0
2020-05-18,Spring Push,Medium Intent,300x250,E-commerce,4641,17.66,45,14.64,1,42.17
2020-05-19,Spring Push,Low Intent,320x50,E-commerce,5408,14.05,13,2.27,1,127.92
2020-05-19,Retention,Low Intent,160x600,E-commerce,2644,12.13,9,11.45,0,0.0
2020-05-19,Summer Sale,Medium Intent,728x90,Lifestyle Blog,3370,13.9,19,7.62,0,0.0
2020-05-19,Summer Sale,High Intent,160x600,Social App,3143,15.86,27,18.01,2,120.71
2020-05-19,Summer Sale,Medium Intent,300x250,Gaming App,4529,14.73,17,7.81,1,69.96
2020-05-19,Awareness,Medium Intent,728x90,E-commerce,3952,22.6,23,37.61,3,203.57
2020-05-19,Retention,Medium Intent,728x90,Gaming App,4072,13.82,38,11.97,1,52.92
2020-05-19,Retention,High Intent,728x90,Video Platform,4575,11.43,50,58.54,2,136.5
2020-05-19,Summer Sale,Low Intent,300x250,Social App,4389,15.99,24,9.62,0,0.0
2020-05-19,Summer Sale,High Intent,160x600,Lifestyle Blog,1894,3.61,13,6.19,4,395.62
2020-05-19,Retention,High Intent,728x90,E-commerce,3610,16.08,35,13.74,0,0.0
2020-05-19,Awareness,Medium Intent,320x50,News Site,5451,28.67,26,19.89,1,100.04
2020-05-19,Spring Push,Low Intent,160x600,News Site,2382,11.54,18,12.45,0,0.0
2020-05-19,Awareness,Low Intent,160x600,E-commerce,2308,5.01,8,3.62,0,0.0
2020-05-19,Retention,Medium Intent,320x50,Lifestyle Blog,4648,11.28,21,7.98,1,125.05
2020-05-19,Spring Push,Medium Intent,320x50,Social App,5819,28.76,29,13.02,1,91.64
2020-05-20,Summer Sale,Medium Intent,160x600,Gaming App,2825,3.53,15,10.13,0,0.0
2020-05-20,Summer Sale,Low Intent,300x250,E-commerce,4125,19.63,30,33.68,1,72.99
2020-05-20,Retention,Medium Intent,728x90,News Site,3145,13.39,22,18.38,1,91.67
2020-05-20,Awareness,High Intent,728x90,Social App,3856,19.6,44,14.34,4,131.25
2020-05-20,Awareness,Medium Intent,300x250,Video Platform,4124,11.99,35,14.02,0,0.0
2020-05-20,Retention,Medium Intent,160x600,Video Platform,2416,14.21,11,5.23,0,0.0
2020-05-20,Spring Push,Medium Intent,320x50,Gaming App,5789,27.02,23,24.36,0,0.0
2020-05-20,Retention,Medium Intent,320x50,News Site,4691,19.18,21,11.74,0,0.0
2020-05-20,Retention,High Intent,728x90,Social App,3664,9.7,17,28.36,2,171.18
2020-05-20,Spring Push,Low Intent,728x90,News Site,3372,13.04,30,24.45,0,0.0
2020-05-20,Retention,High Intent,728x90,E-commerce,3544,8.98,20,22.68,2,184.35
2020-05-20,Summer Sale,Medium Intent,300x250,Video Platform,4551,19.05,36,15.69,1,74.29
2020-05-20,Awareness,Low Intent,728x90,Gaming App,4529,14.89,30,31.43,1,108.57
2020-05-20,Summer Sale,Low Intent,728x90,Social App,4187,10.05,21,4.96,0,0.0
2020-05-20,Summer Sale,Medium Intent,728x90,E-commerce,4146,18.13,34,33.72,0,0.0
2020-05-20,Awareness,High Intent,160x600,Gaming App,2827,8.81,12,17.28,1,85.48
2020-05-21,Spring Push,High Intent,320x50,Social App,4812,19.66,28,36.49,2,273.47
2020-05-21,Spring Push,High Intent,320x50,Social App,5004,22.69,39,14.3,3,363.77
2020-05-21,Spring Push,High Intent,300x250,E-commerce,4451,13.23,43,20.5,1,139.72
2020-05-21,Spring Push,High Intent,728x90,E-commerce,2788,4.91,25,8.7,2,153.64
2020-05-21,Spring Push,Low Intent,320x50,E-commerce,5146,20.19,21,7.46,0,0.0
2020-05-21,Summer Sale,Medium Intent,300x250,Video Platform,4345,16.07,30,8.79,0,0.0
2020-05-21,Summer Sale,High Intent,320x50,Gaming App,5735,24.08,33,42.22,2,171.12
2020-05-21,Awareness,Medium Intent,300x250,Gaming App,4453,5.67,30,35.29,0,0.0
2020-05-21,Retention,High Intent,728x90,News Site,2529,5.79,15,16.93,1,35.89
2020-05-21,Awareness,Medium Intent,320x50,Lifestyle Blog,4267,13.32,22,12.56,3,410.33
2020-05-21,Retention,High Intent,300x250,E-commerce,3614,17.84,24,25.78,1,83.8
2020-05-21,Spring Push,Medium Intent,320x50,Video Platform,4700,10.36,17,12.29,0,0.0
2020-05-21,Retention,Medium Intent,160x600,Gaming App,2808,4.64,12,7.35,2,133.1
2020-05-21,Awareness,High Intent,320x50,Video Platform,4634,17.82,27,21.6,0,0.0
2020-05-21,Awareness,High Intent,320x50,E-commerce,4721,17.42,25,36.2,0,0.0
2020-05-21,Awareness,Medium Intent,320x50,Social App,5843,28.2,25,29.71,1,91.76
2020-05-21,Summer Sale,Medium Intent,320x50,Social App,5872,27.93,24,28.22,1,111.58
2020-05-21,Awareness,Medium Intent,320x50,Lifestyle Blog,4612,16.22,21,22.68,0,0.0
2020-05-21,Awareness,Medium Intent,320x50,Video Platform,5218,11.28,21,20.0,0,0.0
2020-05-21,Retention,Low Intent,300x250,Video Platform,4169,22.35,28,22.85,2,222.5
2020-05-21,Retention,Medium Intent,728x90,News Site,3891,14.01,35,37.46,1,65.43
2020-05-21,Retention,Medium Intent,160x600,E-commerce,2715,6.36,21,24.46,0,0.0
2020-05-21,Spring Push,High Intent,300x250,News Site,4010,13.77,30,51.49,2,101.18
2020-05-22,Retention,Medium Intent,320x50,News Site,4947,22.78,27,27.44,0,0.0
2020-05-22,Spring Push,High Intent,160x600,News Site,2165,7.74,14,18.58,1,106.63
2020-05-22,Spring Push,Medium Intent,320x50,E-commerce,5068,12.67,32,38.62,0,0.0
2020-05-22,Awareness,Medium Intent,300x250,Social App,4792,19.58,28,11.83,0,0.0
2020-05-22,Summer Sale,Medium Intent,728x90,Video Platform,4507,21.35,25,9.67,1,131.22
2020-05-22,Awareness,High Intent,728x90,E-commerce,3865,7.77,19,7.18,3,215.9
2020-05-22,Retention,Medium Intent,160x600,Social App,2089,11.06,8,7.64,0,0.0
2020-05-22,Spring Push,Low Intent,300x250,Lifestyle Blog,3648,13.91,18,17.05,1,60.94
2020-05-22,Summer Sale,Medium Intent,320x50,Gaming App,6109,18.84,34,44.33,1,42.27
2020-05-22,Retention,Medium Intent,300x250,News Site,4284,16.6,42,25.13,1,209.45
2020-05-22,Awareness,Medium Intent,160x600,Lifestyle Blog,1973,2.32,15,5.46,0,0.0
2020-05-22,Awareness,High Intent,728x90,Gaming App,4492,15.43,43,49.98,1,86.73
2020-05-22,Summer Sale,Medium Intent,160x600,Social App,3178,15.68,29,44.62,0,0.0
2020-05-22,Summer Sale,Medium Intent,300x250,E-commerce,3739,11.85,30,33.98,3,363.17
2020-05-22,Awareness,High Intent,300x250,E-commerce,3948,7.63,28,30.68,0,0.0
2020-05-22,Awareness,Low Intent,160x600,Video Platform,2452,14.64,9,2.87,0,0.0
2020-05-22,Summer Sale,Low Intent,320x50,Social App,5926,18.12,22,4.67,0,0.0
2020-05-22,Awareness,Low Intent,320x50,Video Platform,6059,21.23,23,10.46,1,41.4
2020-05-22,Summer Sale,Low Intent,300x250,Gaming App,4833,12.09,30,33.03,1,43.52
2020-05-22,Spring Push,High Intent,320x50,Video Platform,4673,16.13,27,26.92,1,50.6
2020-05-22,Retention,Medium Intent,728x90,Lifestyle Blog,3580,15.26,23,9.43,0,0.0
2020-05-22,Summer Sale,Low Intent,300x250,Video Platform,4470,12.44,25,10.43,0,0.0
2020-05-23,Awareness,High Intent,300x250,Gaming App,5579,9.02,53,55.02,4,292.32
2020-05-23,Awareness,High Intent,728x90,Gaming App,4377,11.35,39,39.86,1,97.4
2020-05-23,Awareness,Medium Intent,160x600,Social App,3218,6.83,14,6.87,2,249.74
2020-05-23,Retention,Medium Intent,728x90,Social App,4403,9.96,35,15.93,0,0.0
2020-05-23,Retention,Low Intent,728x90,Social App,4611,24.77,19,12.36,0,0.0
2020-05-23,Retention,Low Intent,160x600,Social App,2995,9.64,18,5.62,0,0.0
2020-05-23,Spring Push,High Intent,300x250,Video Platform,5133,13.39,58,65.5,3,101.54
2020-05-23,Summer Sale,Medium Intent,300x250,Gaming App,4955,11.28,42,71.59,3,269.04
2020-05-23,Awareness,Medium Intent,320x50,E-commerce,4017,22.91,27,8.68,0,0.0
2020-05-23,Awareness,Medium Intent,160x600,Gaming App,3352,4.64,14,8.77,0,0.0
2020-05-23,Retention,Medium Intent,728x90,News Site,2863,7.25,24,8.78,3,212.98
2020-05-23,Summer Sale,Medium Intent,300x250,E-commerce,3853,7.61,29,43.72,1,53.2
2020-05-23,Awareness,Medium Intent,728x90,Gaming App,5369,14.16,29,32.45,2,152.99
2020-05-23,Spring Push,Medium Intent,320x50,Lifestyle Blog,4234,12.94,20,10.66,0,0.0
2020-05-23,Spring Push,High Intent,728x90,Gaming App,4208,7.34,52,38.33,2,60.34
2020-05-23,Spring Push,High Intent,160x600,Social App,2821,9.64,23,34.98,0,0.0
2020-05-23,Awareness,High Intent,320x50,E-commerce,4732,7.6,31,34.76,1,92.03
2020-05-23,Awareness,Medium Intent,320x50,Gaming App,7637,27.85,52,46.23,2,334.47
2020-05-23,Retention,Medium Intent,160x600,Lifestyle Blog,1576,6.52,7,11.61,0,0.0
2020-05-23,Summer Sale,High Intent,728x90,E-commerce,3948,9.53,32,13.1,2,143.17
2020-05-23,Retention,Low Intent,728x90,News Site,3534,14.12,13,3.47,0,0.0
2020-05-23,Awareness,Low Intent,320x50,Gaming App,7242,21.26,37,24.98,2,197.11
2020-05-24,Retention,High Intent,728x90,Gaming App,4466,12.08,49,57.74,1,84.05
2020-05-24,Spring Push,High Intent,320x50,Social App,5699,27.58,39,55.77,1,145.82
2020-05-24,Awareness,Medium Intent,160x600,Lifestyle Blog,2938,5.88,19,17.44,1,34.91
2020-05-24,Spring Push,Medium Intent,728x90,News Site,4022,11.43,22,18.03,0,0.0
2020-05-24,Retention,Low Intent,320x50,Video Platform,6441,21.83,29,23.23,2,241.66
2020-05-24,Spring Push,Medium Intent,160x600,Lifestyle Blog,2918,3.88,9,4.3,0,0.0
2020-05-24,Awareness,Medium Intent,160x600,Lifestyle Blog,2257,5.31,13,4.28,1,100.74
2020-05-24,Spring Push,Medium Intent,160x600,Video Platform,3259,18.61,20,17.01,0,0.0
2020-05-24,Retention,Medium Intent,728x90,Lifestyle Blog,2222,5.89,15,6.44,0,0.0
2020-05-24,Awareness,High Intent,320x50,Video Platform,5764,28.98,26,17.75,3,433.7
2020-05-24,Summer Sale,Low Intent,320x50,E-commerce,4616,24.15,23,8.35,0,0.0
2020-05-24,Awareness,Medium Intent,728x90,Social App,4032,6.27,23,19.38,1,120.25
2020-05-24,Awareness,Medium Intent,320x50,News Site,4426,19.75,21,26.16,2,169.23
2020-05-24,Spring Push,High Intent,728x90,Lifestyle Blog,2277,7.5,16,12.82,1,48.3
2020-05-24,Awareness,Medium Intent,160x600,E-commerce,2273,8.22,10,4.61,1,183.42
2020-05-24,Summer Sale,High Intent,320x50,Lifestyle Blog,4103,5.54,23,24.57,1,51.53
2020-05-24,Summer Sale,Medium Intent,728x90,News Site,3512,9.97,27,19.17,1,46.45
2020-05-24,Retention,Medium Intent,160x600,Video Platform,2756,8.54,13,13.3,0,0.0
2020-05-24,Spring Push,High Intent,320x50,News Site,5182,11.69,23,19.63,0,0.0
2020-05-25,Spring Push,High Intent,320x50,E-commerce,4854,21.3,23,12.56,0,0.0
2020-05-25,Spring Push,High Intent,320x50,E-commerce,5409,12.73,33,33.32,1,84.13
2020-05-25,Spring Push,High Intent,728x90,News Site,3241,17.03,33,38.72,1,82.71
2020-05-25,Summer Sale,High Intent,728x90,Video Platform,3628,6.58,26,16.3,3,186.83
2020-05-25,Awareness,Medium Intent,728x90,Social App,3811,8.78,22,19.45,1,158.1
2020-05-25,Retention,High Intent,160x600,Lifestyle Blog,2099,5.01,18,10.35,0,0.0
